name,FID,cx,cy,county,st,year,total,noncitizen,citizen,rate
Collingsworth,48087,419.321427557422,388.8054548087413,"Collingsworth County, Texas",NA,2023,2733,49,2684,1.792901573
Nottoway,51135,817.6596529000334,310.5245914198655,"Nottoway County, Virginia",NA,2023,15597,218,15379,1.397704687
Perry,39127,735.4286734058863,264.5349321105308,"Perry County, Ohio",NA,2023,35474,151,35323,0.425663866
Madison,36053,830.6575441147426,173.44211876877807,"Madison County, New York",NA,2023,67572,855,66717,1.265316995
Warren,18171,645.556978461013,260.1783478739528,"Warren County, Indiana",NA,2023,8469,32,8437,0.377848624
McLeod,27085,525.5446027553946,164.35481669829375,"McLeod County, Minnesota",NA,2023,36771,644,36127,1.751380164
Somervell,48425,464.08152186410376,452.8691410680591,"Somervell County, Texas",NA,2023,9510,614,8896,6.456361725
Champaign,39021,707.6828673513709,258.66862170910235,"Champaign County, Ohio",NA,2023,38772,106,38666,0.27339317
Miami-Dade,12086,815.1708638591845,576.672541090996,"Miami-Dade County, Florida",NA,2023,2685296,579183,2106113,21.56868368
Jenkins,13165,762.9010287084924,420.6322007521479,"Jenkins County, Georgia",NA,2023,8674,85,8589,0.979940051
Dewey,40043,443.3298876935768,366.3088034992808,"Dewey County, Oklahoma",NA,2023,4433,49,4384,1.105346267
Love,40085,473.44570819394465,413.1494229664861,"Love County, Oklahoma",NA,2023,10196,292,9904,2.863868184
Bacon,13005,758.0757843601318,449.8673791420261,"Bacon County, Georgia",NA,2023,11129,281,10848,2.524934855
Piscataquis,23021,915.3953930223228,81.52281604449789,"Piscataquis County, Maine",NA,2023,17125,222,16903,1.296350365
Lake,39085,744.9311352951574,217.11825314731885,"Lake County, Ohio",NA,2023,232101,4344,227757,1.871599002
Colorado,48089,487.6230635812615,512.1023147720365,"Colorado County, Texas",NA,2023,20736,818,19918,3.944830247
Leslie,21131,723.4748667302961,326.6921202485581,"Leslie County, Kentucky",NA,2023,10261,11,10250,0.107202027
Yolo,06113,48.837192040096234,243.0260283673806,"Yolo County, California",NA,2023,217782,23286,194496,10.69234372
Bradford,12007,768.7806432581023,485.2691179561273,"Bradford County, Florida",NA,2023,27888,96,27792,0.344234079
Mecklenburg,37119,775.3861749943318,362.11773928728906,"Mecklenburg County, North Carolina",NA,2023,1130906,115164,1015742,10.18333973
McLean,17113,620.249692779028,259.60542773883446,"McLean County, Illinois",NA,2023,170882,6781,164101,3.968235391
Washington,41067,73.26084288724361,87.2112569842973,"Washington County, Oregon",NA,2023,600266,53495,546771,8.911882399
Clay,18021,652.0636820306324,281.28700315630874,"Clay County, Indiana",NA,2023,26431,25,26406,0.094585903
Freestone,48161,494.7052382439009,465.17119737978373,"Freestone County, Texas",NA,2023,19813,514,19299,2.594256296
Anne Arundel,24003,834.4381826822435,262.3401704824647,"Anne Arundel County, Maryland",NA,2023,590936,24315,566621,4.114658779
McKean,42083,789.0141640816914,207.01266774687693,"McKean County, Pennsylvania",NA,2023,40149,415,39734,1.033649655
Knox,29103,564.2204876439673,271.01589328575375,"Knox County, Missouri",NA,2023,3760,4,3756,0.106382979
Palo Alto,19147,519.8059320417539,204.6433791372616,"Palo Alto County, Iowa",NA,2023,8902,85,8817,0.954841609
Macon,29121,557.5754403751714,277.63830347149207,"Macon County, Missouri",NA,2023,15163,42,15121,0.276990042
Noxubee,28103,638.1890893029934,427.5600690407196,"Noxubee County, Mississippi",NA,2023,10136,43,10093,0.424230466
Lawrence,28077,611.373894686457,464.9974930512884,"Lawrence County, Mississippi",NA,2023,11883,0,11883,0
Lincoln,08073,367.94685910508593,293.5804442078668,"Lincoln County, Colorado",NA,2023,5561,133,5428,2.391656177
Harper,20077,460.8582321445394,339.18155564111106,"Harper County, Kansas",NA,2023,5446,98,5348,1.799485861
Tama,19171,555.9947342315854,226.61973142276094,"Tama County, Iowa",NA,2023,16982,502,16480,2.956071134
Lowndes,28087,639.9696707426453,420.5787264596132,"Lowndes County, Mississippi",NA,2023,58187,659,57528,1.132555382
Dade,29057,536.3712881377292,333.65463942910395,"Dade County, Missouri",NA,2023,7627,26,7601,0.340894192
Borden,48033,395.03371489122156,438.41135673015447,"Borden County, Texas",NA,2023,723,9,714,1.244813278
Buena Vista,19021,512.084796933094,212.64072199465807,"Buena Vista County, Iowa",NA,2023,20684,2795,17889,13.51286018
Decatur,47039,642.1583005809574,371.7819108566212,"Decatur County, Tennessee",NA,2023,11499,99,11400,0.86094443
Canyon,16027,162.52050955848912,154.6696500997988,"Canyon County, Idaho",NA,2023,242405,10903,231502,4.497844516
Walthall,28147,611.4990291911787,474.8237112376532,"Walthall County, Mississippi",NA,2023,13864,149,13715,1.074725909
Cheshire,33005,886.1942193719731,160.58508415823735,"Cheshire County, New Hampshire",NA,2023,76945,918,76027,1.193059978
Linn,29115,547.9304110143474,277.4550205288629,"Linn County, Missouri",NA,2023,11850,60,11790,0.506329114
Roger Mills,40129,430.42858344918454,373.1306573235423,"Roger Mills County, Oklahoma",NA,2023,3378,50,3328,1.480165779
Sauk,55111,597.3106097506694,193.6497404258334,"Sauk County, Wisconsin",NA,2023,65759,1377,64382,2.094009945
Avoyelles,22009,575.3534344762937,478.3210934313354,"Avoyelles Parish, Louisiana",NA,2023,39176,338,38838,0.862773126
Lawrence,29109,536.854109360117,341.09427080875025,"Lawrence County, Missouri",NA,2023,38392,792,37600,2.062929777
Nash,37127,824.1710297317107,336.567190165899,"Nash County, North Carolina",NA,2023,95451,2152,93299,2.254559931
Wheeler,41069,115.70688202498435,118.89323152335734,"Wheeler County, Oregon",NA,2023,1434,42,1392,2.928870293
Carter,21043,725.7227437019754,298.2282908831438,"Carter County, Kentucky",NA,2023,26515,175,26340,0.660003771
Madison,37115,739.5427980535642,353.2033115828452,"Madison County, North Carolina",NA,2023,21640,136,21504,0.628465804
Prince William,51153,821.4207542545389,274.252951912665,"Prince William County, Virginia",NA,2023,484625,53732,430893,11.08733557
Camden,34007,857.7314065247108,239.44705430208816,"Camden County, New Jersey",NA,2023,524042,28308,495734,5.401857103
Foster,38031,453.52619908625377,104.81653961289732,"Foster County, North Dakota",NA,2023,3372,45,3327,1.334519573
Russell,51167,746.3306871139232,327.1196324615206,"Russell County, Virginia",NA,2023,25635,72,25563,0.280866004
Delta,26041,641.0892385203199,131.8563031892193,"Delta County, Michigan",NA,2023,36829,83,36746,0.22536588
Washington,18175,671.3667183433715,298.0423286949185,"Washington County, Indiana",NA,2023,28167,80,28087,0.284020307
Guadalupe,35019,335.95680491129013,384.31722981366653,"Guadalupe County, New Mexico",NA,2023,4379,185,4194,4.224708838
Dearborn,18029,689.9867173242292,283.5367022373299,"Dearborn County, Indiana",NA,2023,50828,267,50561,0.525301015
Kenton,21117,697.9483303103301,287.53802289865536,"Kenton County, Kentucky",NA,2023,169817,4431,165386,2.609279401
Lincoln,23015,922.7465201714037,122.98690451226882,"Lincoln County, Maine",NA,2023,35840,188,35652,0.524553571
Benton,28009,623.6906670400174,389.3935646818187,"Benton County, Mississippi",NA,2023,7592,346,7246,4.557428872
Lyon,19119,494.5671120650699,198.00381954258955,"Lyon County, Iowa",NA,2023,12087,114,11973,0.943162075
Clark,21049,707.3368033807872,308.4492113477518,"Clark County, Kentucky",NA,2023,37004,186,36818,0.502648362
Stanly,37167,785.8044291096076,358.28162177945137,"Stanly County, North Carolina",NA,2023,63557,1319,62238,2.075302484
Bedford,47003,672.7537162698978,369.75695149430794,"Bedford County, Tennessee",NA,2023,51291,2968,48323,5.78659024
Buckingham,51029,807.3547578322057,302.3295381406562,"Buckingham County, Virginia",NA,2023,16914,193,16721,1.141066572
Marion,05089,557.5511679200129,360.64771525751746,"Marion County, Arkansas",NA,2023,17076,172,16904,1.007261654
Andrew,29003,518.718842488623,275.399989892558,"Andrew County, Missouri",NA,2023,18086,34,18052,0.187990711
Tuscaloosa,01125,657.3212923957763,422.293340143336,"Tuscaloosa County, Alabama",NA,2023,234036,6145,227891,2.625664428
Hamblen,47063,728.5071437121735,346.66462338714643,"Hamblen County, Tennessee",NA,2023,64930,3816,61114,5.877098414
Benton,53005,131.08393609012512,87.72555373321313,"Benton County, Washington",NA,2023,210224,13877,196347,6.601054114
McIntosh,13191,777.7697926351605,448.3923523149059,"McIntosh County, Georgia",NA,2023,11187,9,11178,0.080450523
Culberson,48109,334.18459566374696,463.8671934372117,"Culberson County, Texas",NA,2023,2181,72,2109,3.301237964
Richmond,13245,759.1983767855124,408.0105985322438,"Richmond County, Georgia",NA,2023,206040,3340,202700,1.621044457
Calloway,21035,637.2389596199425,346.9349661536738,"Calloway County, Kentucky",NA,2023,37882,696,37186,1.837284198
Merrimack,33013,893.3855050883212,148.9900580996071,"Merrimack County, New Hampshire",NA,2023,155018,2399,152619,1.547562219
Galveston,48167,516.8826134143986,517.2490790854326,"Galveston County, Texas",NA,2023,354721,17941,336780,5.057777803
Banner,31007,368.21989272936173,234.59580386811157,"Banner County, Nebraska",NA,2023,657,31,626,4.718417047
Grant,05053,564.5168380550411,404.81312565435553,"Grant County, Arkansas",NA,2023,18111,203,17908,1.120865772
Salem,34033,852.5041955162135,245.92497085378176,"Salem County, New Jersey",NA,2023,64973,804,64169,1.237437089
Tillamook,41057,63.2948741225659,86.57852589449341,"Tillamook County, Oregon",NA,2023,27471,986,26485,3.589239562
Washington,36115,865.3720040176619,155.61200515201182,"Washington County, New York",NA,2023,60883,1074,59809,1.764039223
Lake of the Woods,27077,515.4314674580316,79.94394055327052,"Lake of the Woods County, Minnesota",NA,2023,3800,45,3755,1.184210526
Adams,08001,354.29016932745924,271.9215907156396,"Adams County, Colorado",NA,2023,524408,50991,473417,9.723535873
Lake,06033,37.49439641943966,231.65922729078954,"Lake County, California",NA,2023,68139,3282,64857,4.81662484
Wilkes,13317,745.2885921666481,400.41676582199375,"Wilkes County, Georgia",NA,2023,9553,207,9346,2.166858578
Howard,29089,555.6573726945508,293.9925955910228,"Howard County, Missouri",NA,2023,10141,44,10097,0.43388226
Berks,42011,839.9563399042985,229.59486680669846,"Berks County, Pennsylvania",NA,2023,429989,17232,412757,4.007544379
Jackson,47087,684.605984271615,348.6056133437993,"Jackson County, Tennessee",NA,2023,11882,8,11874,0.067328733
Braxton,54007,764.9364141585764,283.6091235408926,"Braxton County, West Virginia",NA,2023,12345,5,12340,0.040502228
Mason,21161,711.0327582019135,294.20554078582086,"Mason County, Kentucky",NA,2023,16995,164,16831,0.964989703
Berrien,26021,658.6839281647643,222.4771468659526,"Berrien County, Michigan",NA,2023,153411,4240,149171,2.763817458
Champaign,17019,631.9680359194383,266.5616557679241,"Champaign County, Illinois",NA,2023,206098,18269,187829,8.864229638
Augusta,51015,792.4081329995419,288.9113977424168,"Augusta County, Virginia",NA,2023,77713,1326,76387,1.706278229
Arkansas,05001,584.7499129604254,403.4837199567603,"Arkansas County, Arkansas",NA,2023,16773,149,16624,0.888332439
Crawford,13079,725.7440551932227,427.4616850151414,"Crawford County, Georgia",NA,2023,12183,59,12124,0.484281376
Daviess,18027,654.0613170122062,297.6323773986191,"Daviess County, Indiana",NA,2023,33442,941,32501,2.813826924
Dare,37055,863.2353184080042,333.9254807586409,"Dare County, North Carolina",NA,2023,37534,1131,36403,3.01326797
Dawson,30021,360.27877556874427,103.49413157386029,"Dawson County, Montana",NA,2023,8874,38,8836,0.428217264
Lampasas,48281,454.65631450925486,476.07579835816466,"Lampasas County, Texas",NA,2023,22267,683,21584,3.067319352
Taylor,12123,740.6156818869091,485.6955640658764,"Taylor County, Florida",NA,2023,21422,685,20737,3.197647278
Catoosa,13047,697.965736384873,380.3967648698625,"Catoosa County, Georgia",NA,2023,68356,544,67812,0.795833577
Cobb,13067,710.8547134801239,401.0986126888496,"Cobb County, Georgia",NA,2023,769152,66811,702341,8.686319479
St. Martin,22099,580.5393527084934,496.1835655948171,"St. Martin Parish, Louisiana",NA,2023,51559,697,50862,1.351849338
Tallahatchie,28135,606.7272750060673,410.6665845348075,"Tallahatchie County, Mississippi",NA,2023,12363,54,12309,0.436787188
Dallas,29059,551.1507244563749,327.7528403567255,"Dallas County, Missouri",NA,2023,17344,21,17323,0.121079336
Wilson,37195,826.4817908190756,342.15847203974783,"Wilson County, North Carolina",NA,2023,78648,2846,75802,3.618655274
Benson,38005,444.7502333584044,90.99962900099118,"Benson County, North Dakota",NA,2023,5861,35,5826,0.597167719
Lexington,45063,772.2143246147954,393.6609333160337,"Lexington County, South Carolina",NA,2023,300370,10396,289974,3.461064687
Edwards,48137,412.7323122257444,502.3110395155235,"Edwards County, Texas",NA,2023,1392,75,1317,5.387931034
Chattooga,13055,695.305363672001,390.51455185442546,"Chattooga County, Georgia",NA,2023,24975,560,24415,2.242242242
Harford,24025,836.7479866038742,249.7386541437647,"Harford County, Maryland",NA,2023,262509,4960,257549,1.889459028
Marlboro,45069,799.346704700835,372.8195383398978,"Marlboro County, South Carolina",NA,2023,26285,283,26002,1.076659692
Riley,20161,484.72499156060366,291.4968936266015,"Riley County, Kansas",NA,2023,71710,3094,68616,4.314600474
Allegan,26005,665.5566509267824,207.00728183813692,"Allegan County, Michigan",NA,2023,120913,2419,118494,2.00061201
Cole,29051,563.0029537858819,307.93857701065804,"Cole County, Missouri",NA,2023,76924,1194,75730,1.552181374
Tulsa,40143,499.88077497973273,365.01224963770335,"Tulsa County, Oklahoma",NA,2023,673708,41039,632669,6.091511456
Guadalupe,48187,459.6756133310761,513.4315802152555,"Guadalupe County, Texas",NA,2023,178368,6543,171825,3.668258881
Caledonia,50005,879.9114979487706,124.08624811267126,"Caledonia County, Vermont",NA,2023,30425,206,30219,0.677074774
Jefferson,55055,617.1011124011281,201.68551036828882,"Jefferson County, Wisconsin",NA,2023,85867,2006,83861,2.336171055
Adams,42001,820.3665052483082,246.2389001886419,"Adams County, Pennsylvania",NA,2023,105183,1792,103391,1.703697366
Lincoln,20105,459.49462512296117,296.6694694636712,"Lincoln County, Kansas",NA,2023,2924,7,2917,0.239398085
Island,53029,98.10640559060597,36.65692296034681,"Island County, Washington",NA,2023,86747,2232,84515,2.572999643
Knox,31107,467.6569931233071,215.13977155355144,"Knox County, Nebraska",NA,2023,8362,35,8327,0.418560153
Lyon,32019,99.09270281849854,245.85526149464323,"Lyon County, Nevada",NA,2023,60630,2194,58436,3.618670625
Elliott,21063,725.3341043484403,303.28035696748896,"Elliott County, Kentucky",NA,2023,7336,5,7331,0.068157034
Garrard,21079,701.4380180639146,316.99463057721294,"Garrard County, Kentucky",NA,2023,17346,239,17107,1.377839271
Letcher,21133,732.7584021628486,325.168713867684,"Letcher County, Kentucky",NA,2023,21146,14,21132,0.066206375
Trimble,21223,684.8895884365857,296.5619370057718,"Trimble County, Kentucky",NA,2023,8531,37,8494,0.433712343
Monroe,47123,713.166439710988,366.3469547787934,"Monroe County, Tennessee",NA,2023,47054,475,46579,1.009478472
Madison,51113,808.1519968144181,282.8113181100077,"Madison County, Virginia",NA,2023,13931,179,13752,1.284904171
Clinton,17027,613.3320911599812,302.92214664489023,"Clinton County, Illinois",NA,2023,36899,580,36319,1.571858316
Broward,12011,815.2938395388458,565.0249881716579,"Broward County, Florida",NA,2023,1946127,268395,1677732,13.79123767
Seward,20175,411.2332785570268,337.33749899038935,"Seward County, Kansas",NA,2023,21640,3886,17754,17.95748614
Cherokee,48073,513.3721992206487,461.2326375649751,"Cherokee County, Texas",NA,2023,51143,3471,47672,6.786852551
Desha,05041,586.1196677936947,414.35340436954186,"Desha County, Arkansas",NA,2023,11041,213,10828,1.929173082
Caribou,16029,241.67855260771694,190.08362415325968,"Caribou County, Idaho",NA,2023,7118,134,6984,1.882551278
Duplin,37061,829.2357180376771,359.7116021594573,"Duplin County, North Carolina",NA,2023,49053,4488,44565,9.149287505
Barton,20009,449.53414521570244,309.3897128939834,"Barton County, Kansas",NA,2023,25275,548,24727,2.168150346
Washita,40149,443.10892863621905,382.2532928503716,"Washita County, Oklahoma",NA,2023,10857,114,10743,1.050013816
Eagle,08037,313.0833747241855,273.0317736167402,"Eagle County, Colorado",NA,2023,55374,4654,50720,8.40466645
Mahoning,39099,756.3828010882726,231.1551506507163,"Mahoning County, Ohio",NA,2023,227063,2347,224716,1.033633837
Macon,01087,694.4986123946163,438.8903832400907,"Macon County, Alabama",NA,2023,18951,156,18795,0.823175558
Mercer,39107,691.9210840908229,251.26192774021683,"Mercer County, Ohio",NA,2023,42438,391,42047,0.921344078
Fairfax,51059,824.7750897694109,271.1066616380209,"Fairfax County, Virginia",NA,2023,1144474,138707,1005767,12.11971613
Oneida,55085,600.6690536810619,141.12827513623213,"Oneida County, Wisconsin",NA,2023,38007,246,37761,0.647249191
Union,41061,151.03265616022745,114.2976388119625,"Union County, Oregon",NA,2023,26192,476,25716,1.817348809
Barnwell,45011,771.808525348942,408.34302440189384,"Barnwell County, South Carolina",NA,2023,20565,296,20269,1.439338682
Wasatch,49051,240.08379934968065,246.05132446849834,"Wasatch County, Utah",NA,2023,35808,1700,34108,4.747542449
Leelanau,26089,661.8194708816601,155.43293068105203,"Leelanau County, Michigan",NA,2023,22607,144,22463,0.63697085
Hancock,17067,581.2320816948597,263.86461687411077,"Hancock County, Illinois",NA,2023,17434,174,17260,0.998049788
Westmoreland,51193,837.3002401935556,284.8305994785741,"Westmoreland County, Virginia",NA,2023,18683,347,18336,1.857303431
Tallapoosa,01123,690.8224697187452,427.23057596714193,"Tallapoosa County, Alabama",NA,2023,41070,487,40583,1.185780375
Cook,13075,740.5944239148852,461.9363215016199,"Cook County, Georgia",NA,2023,17363,282,17081,1.624143293
Keweenaw,26083,607.104108710308,89.09411715879972,"Keweenaw County, Michigan",NA,2023,2106,17,2089,0.807217474
Kemper,28069,637.4691357986811,435.7457365241978,"Kemper County, Mississippi",NA,2023,8855,11,8844,0.124223602
Paulding,39125,691.0901543475168,237.97802227604853,"Paulding County, Ohio",NA,2023,18800,176,18624,0.936170213
Unicoi,47171,742.2291466195708,348.068722308465,"Unicoi County, Tennessee",NA,2023,17779,16,17763,0.089993813
Montgomery,13209,754.4005471050506,435.70281334065976,"Montgomery County, Georgia",NA,2023,8675,171,8504,1.971181556
Brooks,13027,738.5391254122184,468.9531434479968,"Brooks County, Georgia",NA,2023,16285,149,16136,0.91495241
Logan,08075,376.9218380133194,254.23830535893384,"Logan County, Colorado",NA,2023,21067,575,20492,2.729387193
Morrow,39117,723.0183738717443,247.62614954841337,"Morrow County, Ohio",NA,2023,35214,78,35136,0.221502811
Muskingum,39119,739.2604032333948,258.2413644985453,"Muskingum County, Ohio",NA,2023,86382,401,85981,0.464217082
Chatham,13051,780.6738121404609,435.68678931708814,"Chatham County, Georgia",NA,2023,298143,11622,286521,3.898129421
Clay,13061,709.8619953026464,456.03834944152817,"Clay County, Georgia",NA,2023,2853,0,2853,0
Sedgwick,08115,390.03909655642735,251.58936538330443,"Sedgwick County, Colorado",NA,2023,2346,64,2282,2.728047741
Polk,12105,783.8169471723626,528.9453889413609,"Polk County, Florida",NA,2023,760961,46652,714309,6.130668983
Fannin,48147,496.11340493966946,422.374376932207,"Fannin County, Texas",NA,2023,36525,954,35571,2.611909651
Hickman,21105,624.5690088589731,346.5769141875935,"Hickman County, Kentucky",NA,2023,4470,4,4466,0.089485459
Jackson,01071,682.6265223963871,385.3460632192624,"Jackson County, Alabama",NA,2023,52839,527,52312,0.997369367
Muscogee,13215,709.4647156272882,434.57043426721964,"Muscogee County, Georgia",NA,2023,204383,4713,199670,2.305964782
Whiteside,17195,600.1999413166341,231.78446195230737,"Whiteside County, Illinois",NA,2023,55192,771,54421,1.396941586
Brevard,12009,802.5150217923156,517.8248947376758,"Brevard County, Florida",NA,2023,620533,18574,601959,2.993233237
Worth,13321,732.0992425055551,455.23323119010763,"Worth County, Georgia",NA,2023,20575,76,20499,0.369380316
Brantley,13025,767.8561297783367,457.28114103831507,"Brantley County, Georgia",NA,2023,18171,321,17850,1.766551098
Caddo,40015,454.6929087223397,385.379208727477,"Caddo County, Oklahoma",NA,2023,26626,982,25644,3.68812439
Lincoln,47103,670.7549002691746,377.7573078154244,"Lincoln County, Tennessee",NA,2023,35617,562,35055,1.577898195
Monroe,39111,754.8698170526905,261.53437737864533,"Monroe County, Ohio",NA,2023,13308,40,13268,0.300571085
Monroe,55081,585.6422154300917,182.68670452785665,"Monroe County, Wisconsin",NA,2023,46169,610,45559,1.321232862
Cherokee,45021,761.7351778928787,368.6766683248451,"Cherokee County, South Carolina",NA,2023,56299,1197,55102,2.126147889
Forest,55041,614.1238952788526,144.15554814513285,"Forest County, Wisconsin",NA,2023,9261,15,9246,0.16196955
Fayette,21067,701.7216019764678,307.7873737398703,"Fayette County, Kentucky",NA,2023,321122,22304,298818,6.945646826
Genesee,36037,790.1331832827162,179.21778821910627,"Genesee County, New York",NA,2023,57943,785,57158,1.354779697
Washington,21229,690.2101834323068,315.8939199744548,"Washington County, Kentucky",NA,2023,12091,72,12019,0.595484244
Martin,37117,839.1705083815629,336.4600945396443,"Martin County, North Carolina",NA,2023,21773,104,21669,0.477655812
Cimarron,40025,380.7467541156899,345.7325274974263,"Cimarron County, Oklahoma",NA,2023,2247,86,2161,3.827325323
Marion,45067,806.0379989157216,382.0519795381502,"Marion County, South Carolina",NA,2023,28900,403,28497,1.394463668
Covington,01039,682.3933766005766,466.516607592317,"Covington County, Alabama",NA,2023,37647,208,37439,0.552500863
Los Angeles,06037,90.24959070593147,355.6349870065726,"Los Angeles County, California",NA,2023,9848406,1490299,8358107,15.13238792
Hamilton,12047,753.7305118758899,475.0593473180179,"Hamilton County, Florida",NA,2023,13445,259,13186,1.926366679
Collier,12021,797.107424959973,570.0698939366657,"Collier County, Florida",NA,2023,387681,45711,341970,11.79087961
Montgomery,20125,502.6340226646447,339.5685955749373,"Montgomery County, Kansas",NA,2023,31143,594,30549,1.9073307
White,17193,635.8157406052811,313.30639805952865,"White County, Illinois",NA,2023,13708,44,13664,0.320980449
Barry,29009,537.1881022837083,350.10963735709254,"Barry County, Missouri",NA,2023,34831,847,33984,2.431741839
Oakland,26125,706.5970030923968,200.54974275876128,"Oakland County, Michigan",NA,2023,1272294,76619,1195675,6.022114386
Allamakee,19005,573.8397301323643,198.72591538460907,"Allamakee County, Iowa",NA,2023,14038,554,13484,3.946431116
Washington,40147,499.71944548394146,350.5167593463707,"Washington County, Oklahoma",NA,2023,52895,1071,51824,2.024766046
Blaine,30005,301.77599128182675,70.20217858192838,"Blaine County, Montana",NA,2023,6997,38,6959,0.543089896
Lancaster,51103,842.6699885171819,291.59678605410716,"Lancaster County, Virginia",NA,2023,10876,80,10796,0.735564546
Baker,12003,764.831880337523,477.5650575978281,"Baker County, Florida",NA,2023,28186,225,27961,0.798268644
Winn,22127,563.0012112934701,457.7926212037394,"Winn Parish, Louisiana",NA,2023,13506,587,12919,4.346216496
Marshall,47117,666.59968968889,372.0520330450805,"Marshall County, Tennessee",NA,2023,35276,573,34703,1.624333825
Essex,51057,833.7220004528108,289.58805989115547,"Essex County, Virginia",NA,2023,10604,207,10397,1.95209355
Randolph,18135,686.4533306988897,260.7617510681045,"Randolph County, Indiana",NA,2023,24425,314,24111,1.285568066
Toole,30101,261.1018423577398,58.20336658308396,"Toole County, Montana",NA,2023,5028,80,4948,1.591089897
Franklin,23007,902.7591480497002,107.32052987585742,"Franklin County, Maine",NA,2023,30145,328,29817,1.088074308
Eaton,26045,682.8828009433482,205.02102084763834,"Eaton County, Michigan",NA,2023,109000,2169,106831,1.989908257
Sangamon,17167,606.9623905261027,277.3792833474524,"Sangamon County, Illinois",NA,2023,195217,3157,192060,1.617174734
Barnstable,25001,922.2298052457039,179.6258509553733,"Barnstable County, Massachusetts",NA,2023,230073,9744,220329,4.235177531
Sheridan,30091,370.2340372556486,71.08462682942752,"Sheridan County, Montana",NA,2023,3677,44,3633,1.196627686
Roosevelt,35041,358.56792759465293,406.6500816905942,"Roosevelt County, New Mexico",NA,2023,19002,952,18050,5.009998947
Grant,40053,465.8767590663183,348.3400889139544,"Grant County, Oklahoma",NA,2023,4137,5,4132,0.120860527
York,42133,828.2255989178673,243.9986502067552,"York County, Pennsylvania",NA,2023,459312,8982,450330,1.955533494
Putnam,13237,735.0365289738884,412.10376469401,"Putnam County, Georgia",NA,2023,22524,596,21928,2.646066418
Stephens,13257,732.5951095473198,384.2855218085091,"Stephens County, Georgia",NA,2023,26842,403,26439,1.501378437
Banks,13011,729.329841598408,389.13807387687024,"Banks County, Georgia",NA,2023,18757,561,18196,2.990883404
Jasper,18073,648.8815458607431,245.02262205153858,"Jasper County, Indiana",NA,2023,33198,590,32608,1.777215495
McPherson,20113,469.0058651741545,311.84193798433614,"McPherson County, Kansas",NA,2023,30130,566,29564,1.878526386
Morrison,27097,525.3674765691426,138.42483442562695,"Morrison County, Minnesota",NA,2023,34131,124,34007,0.363306085
Wake,37183,812.5710316790725,343.09873982222507,"Wake County, North Carolina",NA,2023,1151009,89378,1061631,7.765186893
Washington,28151,593.5863866097765,424.97033577273515,"Washington County, Mississippi",NA,2023,43674,85,43589,0.194623804
Clinton,19045,589.6661667685967,229.1744333886685,"Clinton County, Iowa",NA,2023,46383,355,46028,0.765366621
Warren,36113,856.9378151269987,151.4228163962615,"Warren County, New York",NA,2023,65560,933,64627,1.423123856
Monroe,01099,664.1537309091364,460.39077983490995,"Monroe County, Alabama",NA,2023,19580,26,19554,0.13278856
Lee,37105,804.5274165900619,351.9775516557237,"Lee County, North Carolina",NA,2023,64565,4753,59812,7.361573608
Baltimore,24005,830.5729832007695,252.6957400974169,"Baltimore County, Maryland",NA,2023,849586,45106,804480,5.309174115
Hamilton,47065,696.4903223698001,374.8694352049516,"Hamilton County, Tennessee",NA,2023,370913,13472,357441,3.632118583
Frederick,24021,818.8177576899113,256.1294546247816,"Frederick County, Maryland",NA,2023,280341,14916,265425,5.32066305
Lauderdale,47097,614.9781870926896,368.2779251566384,"Lauderdale County, Tennessee",NA,2023,24933,173,24760,0.693859544
Delaware,36025,846.2910216548299,186.34163667768678,"Delaware County, New York",NA,2023,44551,543,44008,1.21882786
Talladega,01121,683.232831737638,416.4788695331463,"Talladega County, Alabama",NA,2023,81170,1000,80170,1.231982259
Calhoun,26025,681.0430469933651,213.26514802522138,"Calhoun County, Michigan",NA,2023,133846,2932,130914,2.190577231
Chaffee,08015,319.8560975288694,294.56594682890443,"Chaffee County, Colorado",NA,2023,19876,315,19561,1.584825921
Moultrie,17139,625.6031052613394,278.0736738633506,"Moultrie County, Illinois",NA,2023,14469,36,14433,0.248807796
Panola,28107,610.414772066775,400.6700331748253,"Panola County, Mississippi",NA,2023,32965,90,32875,0.273016836
Granite,30039,226.52840472422355,103.11047494109694,"Granite County, Montana",NA,2023,3419,47,3372,1.374670956
Montgomery,42091,849.572693195983,232.1885646459323,"Montgomery County, Pennsylvania",NA,2023,861225,38383,822842,4.456791199
Huntingdon,42061,804.232860186664,239.55913938493734,"Huntingdon County, Pennsylvania",NA,2023,43844,228,43616,0.520025545
Fort Bend,48157,502.0370664898837,514.2738865459805,"Fort Bend County, Texas",NA,2023,859721,105741,753980,12.29945529
Crook,41013,107.27774440640576,130.0433379517954,"Crook County, Oregon",NA,2023,25651,118,25533,0.460021052
Bertie,37015,841.8851752142992,330.48390257928935,"Bertie County, North Carolina",NA,2023,17482,250,17232,1.430042329
Juneau,55057,593.2237178684956,182.46005403770823,"Juneau County, Wisconsin",NA,2023,26695,280,26415,1.048885559
Marshall,40095,483.61043303484286,412.0429292546397,"Marshall County, Oklahoma",NA,2023,15628,612,15016,3.916048119
Milam,48331,478.9038068979385,485.81393945675995,"Milam County, Texas",NA,2023,25268,993,24275,3.929871775
Wexford,26165,666.3165902428885,166.92678513292495,"Wexford County, Michigan",NA,2023,33868,282,33586,0.832644384
