name,FID,cx,cy,county,st,year,total,noncitizen,citizen,rate
Doddridge,54017,762.560883236157,271.3188260875258,"Doddridge County, West Virginia",NA,2023,7767,14,7753,0.180249775
Randolph,54083,778.3867515577301,278.2518684963045,"Randolph County, West Virginia",NA,2023,27782,24,27758,0.086386869
Osceola,19143,504.18888552051385,198.02341353373848,"Osceola County, Iowa",NA,2023,6114,188,5926,3.074910043
Owsley,21189,717.2033611374757,319.9087671596086,"Owsley County, Kentucky",NA,2023,4021,0,4021,0
Vance,37181,814.7995864846878,329.3317819006106,"Vance County, North Carolina",NA,2023,42361,1615,40746,3.812469016
Gila,04007,223.4651471325571,399.3829696966477,"Gila County, Arizona",NA,2023,53610,651,52959,1.214325686
Searcy,05129,557.6150327685414,367.71354365863374,"Searcy County, Arkansas",NA,2023,7861,27,7834,0.343467752
Monroe,05095,586.6860033266166,395.41293174207885,"Monroe County, Arkansas",NA,2023,6681,57,6624,0.853165694
Washington,12133,698.9851707760995,479.4475557106029,"Washington County, Florida",NA,2023,25259,356,24903,1.40939863
Newton,13217,725.5620962161325,408.2139515914263,"Newton County, Georgia",NA,2023,115530,3941,111589,3.411235177
Sumter,12119,774.458487621449,513.5505161501926,"Sumter County, Florida",NA,2023,137536,2873,134663,2.088907631
Decatur,18031,680.513736321409,280.80354054298243,"Decatur County, Indiana",NA,2023,26411,148,26263,0.560372572
Fayette,19065,566.7164263749113,208.29965629175618,"Fayette County, Iowa",NA,2023,19393,249,19144,1.283968442
Jasper,19099,547.5519525197634,235.92220424051385,"Jasper County, Iowa",NA,2023,37864,719,37145,1.898901331
Jackson,21109,711.5871083974843,321.0384692257446,"Jackson County, Kentucky",NA,2023,13003,28,12975,0.215334923
East Carroll,22035,587.9865099116184,440.4118863393219,"East Carroll Parish, Louisiana",NA,2023,7195,0,7195,0
Vermilion,22113,569.3848235944769,505.4333959710983,"Vermilion Parish, Louisiana",NA,2023,57031,807,56224,1.415019901
Evangeline,22039,568.029625018198,485.8071468264336,"Evangeline Parish, Louisiana",NA,2023,32162,993,31169,3.087494559
DeKalb,29063,525.5373720857887,277.5021097423753,"DeKalb County, Missouri",NA,2023,11176,146,11030,1.306370795
Franklin,29071,584.2231280684573,309.8836396179079,"Franklin County, Missouri",NA,2023,105316,872,104444,0.827984352
Johnson,31097,493.4799219217513,266.25912464991933,"Johnson County, Nebraska",NA,2023,5263,123,5140,2.337070112
Wheeler,31183,455.6420697696659,230.88449557075705,"Wheeler County, Nebraska",NA,2023,785,11,774,1.401273885
Sierra,35051,287.2013997887792,420.12551797995803,"Sierra County, New Mexico",NA,2023,11511,791,10720,6.871687951
Lenoir,37107,832.8073442887534,352.2189410998704,"Lenoir County, North Carolina",NA,2023,54917,1513,53404,2.755066737
Cleveland,37045,762.1090373230587,362.6018870734821,"Cleveland County, North Carolina",NA,2023,100170,1374,98796,1.371668164
Kimball,31105,367.51741571486644,242.5397771042096,"Kimball County, Nebraska",NA,2023,3348,62,3286,1.851851852
Wagoner,40145,507.1489929747698,368.2906954683334,"Wagoner County, Oklahoma",NA,2023,84339,2043,82296,2.422366877
Cleveland,40027,474.03115560947543,384.12571260821903,"Cleveland County, Oklahoma",NA,2023,297545,9733,287812,3.27110185
Murray,40099,479.1790613289831,401.46384484619125,"Murray County, Oklahoma",NA,2023,13807,131,13676,0.94879409
Allegheny,42003,770.8674613188878,241.57696912745268,"Allegheny County, Pennsylvania",NA,2023,1240476,39772,1200704,3.206188592
Union,45087,762.7790275339543,376.724344372519,"Union County, South Carolina",NA,2023,26990,166,26824,0.615042608
Hughes,46065,434.1852390282041,173.2692854851698,"Hughes County, South Dakota",NA,2023,17732,34,17698,0.19174374
Whitley,21235,710.9280437626408,336.78368227806743,"Whitley County, Kentucky",NA,2023,36755,177,36578,0.481567134
Transylvania,37175,739.981239496778,368.33292046907604,"Transylvania County, North Carolina",NA,2023,33243,739,32504,2.223024396
Craven,37049,842.1770655792197,350.41377213501767,"Craven County, North Carolina",NA,2023,101074,1661,99413,1.643350417
Jones,48253,424.45649883861574,439.9188044100954,"Jones County, Texas",NA,2023,19968,526,19442,2.634214744
Norton,51720,737.4814142687258,328.8326291848646,"Norton city, Virginia",NA,2023,3620,0,3620,0
Meigs,39105,739.4958915327201,278.1901065541066,"Meigs County, Ohio",NA,2023,22072,113,21959,0.511960855
Gallia,39053,736.8250176928411,283.31761339571267,"Gallia County, Ohio",NA,2023,29162,60,29102,0.205747205
Greenbrier,54025,771.7275851076847,300.6027914113713,"Greenbrier County, West Virginia",NA,2023,32688,208,32480,0.636319139
Poinsett,05111,595.5868365574503,373.848848659576,"Poinsett County, Arkansas",NA,2023,22740,199,22541,0.875109938
Stanislaus,06099,57.72444280725433,272.4701604769524,"Stanislaus County, California",NA,2023,552250,59219,493031,10.72322318
Colusa,06011,47.25230761706001,231.39775258663457,"Colusa County, California",NA,2023,21895,3609,18286,16.48321535
DeKalb,13089,717.9895304066276,404.5506357205726,"DeKalb County, Georgia",NA,2023,762105,66822,695283,8.768083138
White,13311,723.9233530377926,383.5065597354511,"White County, Georgia",NA,2023,28454,225,28229,0.790749982
Floyd,13115,698.313509566503,395.55024192313715,"Floyd County, Georgia",NA,2023,98985,4281,94704,4.324897712
Gooding,16047,189.85894295662987,176.09490321081515,"Gooding County, Idaho",NA,2023,15740,1437,14303,9.129606099
Ogle,17141,609.7707044304976,224.52951200821,"Ogle County, Illinois",NA,2023,51536,1339,50197,2.598183794
Richland,30083,366.7074969729571,90.37733296215704,"Richland County, Montana",NA,2023,11329,229,11100,2.021361109
Edgecombe,37065,830.9503034117693,336.6100135410501,"Edgecombe County, North Carolina",NA,2023,48777,1024,47753,2.099350104
Sherman,48421,391.2962288657153,357.2096493194771,"Sherman County, Texas",NA,2023,2434,370,2064,15.20131471
Chambers,01017,698.3225104289849,426.1645806088569,"Chambers County, Alabama",NA,2023,34450,823,33627,2.388969521
Alpine,06003,83.6409819177431,255.1902299956161,"Alpine County, California",NA,2023,1695,23,1672,1.356932153
Siskiyou,06093,50.551763929681485,174.5219497488988,"Siskiyou County, California",NA,2023,43834,987,42847,2.251676781
Montezuma,08083,272.6003164550696,321.70443964451533,"Montezuma County, Colorado",NA,2023,26204,516,25688,1.969165013
Murray,13213,705.5309447622762,382.20464834227596,"Murray County, Georgia",NA,2023,40282,1482,38800,3.679062609
Oneida,16071,223.44408193724755,201.26323260714932,"Oneida County, Idaho",NA,2023,4681,22,4659,0.469985046
Posey,18129,642.1774128868269,314.1893170895271,"Posey County, Indiana",NA,2023,25163,52,25111,0.206652625
Hardin,21093,676.0786802938935,318.9724175106438,"Hardin County, Kentucky",NA,2023,111452,1880,109572,1.686824821
Cameron,22023,552.931896611447,505.01751600880937,"Cameron Parish, Louisiana",NA,2023,5222,12,5210,0.229797013
Miami,20121,518.4294076631178,308.0221336264259,"Miami County, Kansas",NA,2023,34625,163,34462,0.470758123
Boise,16015,178.30896782984675,150.37040822649107,"Boise County, Idaho",NA,2023,8045,107,7938,1.330018645
Bonneville,16019,242.97025687996228,175.2878534777748,"Bonneville County, Idaho",NA,2023,127056,2183,124873,1.718140033
Plymouth,25023,915.0369526392226,175.75604042144903,"Plymouth County, Massachusetts",NA,2023,531889,21482,510407,4.038812609
Pointe Coupee,22077,583.8902089021252,487.7223535052532,"Pointe Coupee Parish, Louisiana",NA,2023,20438,102,20336,0.499070359
Dickinson,26043,626.1784441135349,132.44210485934443,"Dickinson County, Michigan",NA,2023,25940,173,25767,0.66692367
Jasper,29097,527.7230677420821,339.0318396262047,"Jasper County, Missouri",NA,2023,123532,3366,120166,2.724800052
Stevens,20189,402.98782979197733,336.9130080591567,"Stevens County, Kansas",NA,2023,5212,571,4641,10.95548734
Jo Daviess,17085,594.4831848809271,218.5503692292541,"Jo Daviess County, Illinois",NA,2023,21918,109,21809,0.497308149
Fulton,17057,596.9722152724536,260.817441946406,"Fulton County, Illinois",NA,2023,33259,219,33040,0.658468384
Monroe,36055,797.4590276938751,174.63357986571816,"Monroe County, New York",NA,2023,754068,21942,732126,2.909817152
Lake,27075,568.7498389777098,99.61856384153153,"Lake County, Minnesota",NA,2023,10911,35,10876,0.320777197
Lake,41037,97.55502419825183,151.13173780740215,"Lake County, Oregon",NA,2023,8254,445,7809,5.391325418
Newport,44005,911.6274274630441,185.25611949842454,"Newport County, Rhode Island",NA,2023,85095,2507,82588,2.946119043
Herkimer,36043,841.9358975891901,167.58622848630267,"Herkimer County, New York",NA,2023,59932,577,59355,0.962757792
Union,35059,362.1780384658923,350.1961076402488,"Union County, New Mexico",NA,2023,4039,81,3958,2.005446893
Chambers,48071,526.8237527159298,509.43136460686674,"Chambers County, Texas",NA,2023,49178,2390,46788,4.859896702
Okanogan,53047,141.08590381498243,35.90893380399947,"Okanogan County, Washington",NA,2023,42811,3954,38857,9.235944033
St. Clair,01115,678.2609450083878,410.2677654003276,"St. Clair County, Alabama",NA,2023,92903,716,92187,0.770696318
Kenosha,55059,630.0070287822223,210.6827331523488,"Kenosha County, Wisconsin",NA,2023,168413,6494,161919,3.855996865
Marquette,55077,605.5054954784673,183.77772261877277,"Marquette County, Wisconsin",NA,2023,15706,116,15590,0.738571247
Price,55099,587.4044298980933,143.05227081756334,"Price County, Wisconsin",NA,2023,14077,136,13941,0.966114939
Shoshone,16079,191.68694764827677,79.25452557077084,"Shoshone County, Idaho",NA,2023,13580,97,13483,0.714285714
Caldwell,37027,760.1233184727445,347.76272977498843,"Caldwell County, North Carolina",NA,2023,80618,1846,78772,2.289811208
Oliver,38065,415.1656674063325,110.95813634691086,"Oliver County, North Dakota",NA,2023,1821,0,1821,0
Richardson,31147,502.8694551866725,272.2450293225163,"Richardson County, Nebraska",NA,2023,7797,48,7749,0.615621393
Red Willow,31145,421.13252441451255,269.413194500004,"Red Willow County, Nebraska",NA,2023,10611,69,10542,0.650268589
Hardin,48199,528.729800572792,496.3510224412936,"Hardin County, Texas",NA,2023,57126,514,56612,0.899765431
Lauderdale,01077,651.6494680997647,385.4744896287084,"Lauderdale County, Alabama",NA,2023,95037,1596,93441,1.679345939
Benton,05007,529.6408947757311,358.44737051301,"Benton County, Arkansas",NA,2023,294541,24293,270248,8.247748191
Bureau,17011,607.0850588523182,239.2244262448603,"Bureau County, Illinois",NA,2023,33027,559,32468,1.692554577
Grant,18053,674.5670832071903,253.82350996982396,"Grant County, Indiana",NA,2023,66377,1052,65325,1.584886331
Missaukee,26113,674.0907273700068,166.06609687281266,"Missaukee County, Michigan",NA,2023,15156,150,15006,0.989707047
Montcalm,26117,677.1085105001227,189.69383487721285,"Montcalm County, Michigan",NA,2023,67174,1041,66133,1.549706732
Wright,29229,561.2002221422854,336.6120110189072,"Wright County, Missouri",NA,2023,18722,23,18699,0.122850123
Texas,29215,570.0233096950429,335.8315576304975,"Texas County, Missouri",NA,2023,24956,31,24925,0.124218625
Madison,29123,598.7978813191556,330.00046442476884,"Madison County, Missouri",NA,2023,12665,79,12586,0.623766285
Lincoln,28085,604.8837991016514,465.7118991927707,"Lincoln County, Mississippi",NA,2023,34830,146,34684,0.419178869
De Baca,35011,341.12712942529316,398.78213601645706,"De Baca County, New Mexico",NA,2023,1580,0,1580,0
Pitt,37147,836.3359394415999,341.77549626258104,"Pitt County, North Carolina",NA,2023,172279,5679,166600,3.296397123
Morton,38059,414.8149107902459,117.85023021880569,"Morton County, North Dakota",NA,2023,33479,129,33350,0.385316168
Huron,39077,724.3111308425277,233.17410782746953,"Huron County, Ohio",NA,2023,58412,683,57729,1.169280285
Okmulgee,40111,498.6734837235894,374.1598670873007,"Okmulgee County, Oklahoma",NA,2023,36922,286,36636,0.774605926
Florence,45041,800.5310783584526,385.7453219147736,"Florence County, South Carolina",NA,2023,136921,1986,134935,1.45047144
Saluda,45081,763.5477219988456,392.52185017700333,"Saluda County, South Carolina",NA,2023,18958,1075,17883,5.67042937
Breckinridge,21027,668.0977791797316,317.895532820365,"Breckinridge County, Kentucky",NA,2023,20722,30,20692,0.14477367
Union,21225,641.1659061018155,322.89891915480416,"Union County, Kentucky",NA,2023,13379,46,13333,0.343822408
Wayne,21231,698.5056768692541,336.66308788839615,"Wayne County, Kentucky",NA,2023,19592,218,19374,1.112699061
Shelby,21211,688.3530189527202,305.2907532910248,"Shelby County, Kentucky",NA,2023,48599,1962,46637,4.037120105
Jones,37103,838.7869441823256,355.28016046627766,"Jones County, North Carolina",NA,2023,9245,117,9128,1.265548945
Loudon,47105,711.3085671230153,359.6193971654755,"Loudon County, Tennessee",NA,2023,56996,2363,54633,4.145904976
Hill,48217,475.83077068701783,457.8987088677515,"Hill County, Texas",NA,2023,36664,1406,35258,3.834824351
Henrico,51087,829.145210112578,300.47759440711036,"Henrico County, Virginia",NA,2023,334434,23631,310803,7.065968173
Carroll,39019,751.7122064609946,242.07145086385339,"Carroll County, Ohio",NA,2023,26731,52,26679,0.194530695
Walsh,38099,471.8232719254304,84.73883093827695,"Walsh County, North Dakota",NA,2023,10488,199,10289,1.89740656
Langlade,55067,607.9782861005623,151.158584923229,"Langlade County, Wisconsin",NA,2023,19473,100,19373,0.513531557
Chippewa,55017,573.554796009819,157.5550215520977,"Chippewa County, Wisconsin",NA,2023,66558,312,66246,0.468764085
St. Mary,22101,588.4746745481092,509.57671177365444,"St. Mary Parish, Louisiana",NA,2023,48455,1430,47025,2.951191827
Columbia,41009,75.74783506900067,78.98420781394162,"Columbia County, Oregon",NA,2023,53178,607,52571,1.141449472
Harney,41025,122.736698110877,153.80186298007484,"Harney County, Oregon",NA,2023,7515,140,7375,1.862940785
Williamson,48491,465.99520430509125,488.11847801247745,"Williamson County, Texas",NA,2023,643889,50210,593679,7.797927904
Daggett,49009,268.4612506140769,237.97107543941152,"Daggett County, Utah",NA,2023,747,7,740,0.93708166
Kinney,48271,410.7254339665016,516.7268797113687,"Kinney County, Texas",NA,2023,3140,162,2978,5.159235669
Morgan,49029,232.8115169971573,229.00190235984817,"Morgan County, Utah",NA,2023,12585,53,12532,0.421136273
Franklin,51620,839.2269563579617,316.9502585977414,"Franklin city, Virginia",NA,2023,8212,60,8152,0.730638091
Arapahoe,08005,353.93882968628355,276.88280340724134,"Arapahoe County, Colorado",NA,2023,655709,52881,602828,8.064705532
Walker,13295,695.1568036160495,385.386991132254,"Walker County, Georgia",NA,2023,68449,444,68005,0.648658125
Parke,18121,649.7895703773396,273.4898557198779,"Parke County, Indiana",NA,2023,16346,48,16298,0.293649823
Scott,18143,677.2160727557671,295.6653818360504,"Scott County, Indiana",NA,2023,24468,140,24328,0.572175903
Warren,21227,669.1961655399468,335.6074907409927,"Warren County, Kentucky",NA,2023,137549,8884,128665,6.458789231
Red River,22081,548.954170635589,455.2067983937377,"Red River Parish, Louisiana",NA,2023,7529,8,7521,0.106255811
Brown,27015,519.7136966653223,178.02025101982974,"Brown County, Minnesota",NA,2023,25826,358,25468,1.386199954
Montgomery,29139,577.4423157126952,296.6060287853939,"Montgomery County, Missouri",NA,2023,11422,44,11378,0.385221502
Mississippi,05093,605.6972096097381,367.27946959204803,"Mississippi County, Arkansas",NA,2023,39749,536,39213,1.348461597
Fulton,05049,573.6756085191129,356.5746752714531,"Fulton County, Arkansas",NA,2023,12239,38,12201,0.310482883
DeKalb,01049,686.9750360448031,392.61948563510185,"DeKalb County, Alabama",NA,2023,71946,4181,67765,5.811302922
Scott,05127,533.7769095788492,392.6236224247008,"Scott County, Arkansas",NA,2023,9839,109,9730,1.107836162
Del Norte,06015,35.83191345246677,167.02874852547072,"Del Norte County, California",NA,2023,27293,954,26339,3.495401751
Stephenson,17177,603.5076749102197,217.95934828954077,"Stephenson County, Illinois",NA,2023,44042,515,43527,1.169338359
Crawford,18025,666.1178775592584,305.7313366494134,"Crawford County, Indiana",NA,2023,10494,4,10490,0.038117019
Floyd,18043,675.6400091680573,304.2060454447633,"Floyd County, Indiana",NA,2023,80512,1320,79192,1.639507154
Liberty,13179,774.8091238699778,440.73108107605805,"Liberty County, Georgia",NA,2023,66826,2070,64756,3.097596744
Jerome,16053,198.02535530340538,185.067034869109,"Jerome County, Idaho",NA,2023,24788,3630,21158,14.64418267
Wicomico,24045,854.3455588859166,274.1537781232357,"Wicomico County, Maryland",NA,2023,104117,5806,98311,5.576418837
Baraga,26013,617.2780185403664,120.0127081862976,"Baraga County, Michigan",NA,2023,8249,14,8235,0.169717542
Lincoln,32017,162.66476035920348,300.11989105163593,"Lincoln County, Nevada",NA,2023,4452,23,4429,0.516621743
Cumberland,34011,858.5758820977421,250.54774285564585,"Cumberland County, New Jersey",NA,2023,152915,12498,140417,8.1731681
Ohio,18115,690.4188863367222,288.15953085402793,"Ohio County, Indiana",NA,2023,5993,27,5966,0.450525613
New York,36061,870.0672515122649,214.20351712526406,"New York County, New York",NA,2023,1627788,210500,1417288,12.93165941
St. Lawrence,36089,832.9982280173193,135.6672709794905,"St. Lawrence County, New York",NA,2023,107796,1687,106109,1.564993135
Jefferson,28063,593.3090377738162,461.83486844778406,"Jefferson County, Mississippi",NA,2023,7127,16,7111,0.224498386
Choctaw,40023,506.79903531218423,411.5965995803141,"Choctaw County, Oklahoma",NA,2023,14299,150,14149,1.049024407
Pike,17149,587.2011891612401,282.34141594829384,"Pike County, Illinois",NA,2023,14625,97,14528,0.663247863
Des Moines,19057,579.8300636724283,251.7290249697915,"Des Moines County, Iowa",NA,2023,38597,631,37966,1.634842086
Roosevelt,30085,359.1858783512609,79.37893412194394,"Roosevelt County, Montana",NA,2023,10665,43,10622,0.403187998
Anderson,45007,744.8773620787882,383.5258719568322,"Anderson County, South Carolina",NA,2023,207218,4091,203127,1.974249341
Custer,46033,376.40160439044337,186.68982316089756,"Custer County, South Dakota",NA,2023,8686,49,8637,0.56412618
Shelby,47157,610.7929598397043,381.72292293737223,"Shelby County, Tennessee",NA,2023,922195,44124,878071,4.784671355
Hunterdon,34019,855.1279585881551,221.89948205295144,"Hunterdon County, New Jersey",NA,2023,129448,5196,124252,4.013966998
Henry,51089,786.0294514201378,328.35929706612126,"Henry County, Virginia",NA,2023,50365,549,49816,1.090042688
Hampton,51650,847.7168047335331,306.62855982841586,"Hampton city, Virginia",NA,2023,137334,1576,135758,1.147567245
Phillips,30071,317.02023932265405,76.45302444046416,"Phillips County, Montana",NA,2023,4224,44,4180,1.041666667
Jeff Davis,13161,753.6244671936006,444.86233523383686,"Jeff Davis County, Georgia",NA,2023,14838,653,14185,4.40086265
Lincoln,56023,254.70927473835255,212.44922597269908,"Lincoln County, Wyoming",NA,2023,20158,364,19794,1.805734696
Greene,01063,649.5372531162831,431.4461145423353,"Greene County, Alabama",NA,2023,7589,8,7581,0.105415733
Howard,05061,536.1706928418197,410.3404112204098,"Howard County, Arkansas",NA,2023,12701,729,11972,5.739705535
Highland,51091,786.3727010253585,288.27376458724143,"Highland County, Virginia",NA,2023,2265,5,2260,0.220750552
King William,51101,829.5701614315302,293.03670667090455,"King William County, Virginia",NA,2023,18232,87,18145,0.477182975
Bayfield,55007,572.5970975050456,125.01886946611089,"Bayfield County, Wisconsin",NA,2023,16410,74,16336,0.450944546
Vernon,55123,581.7018658143286,191.31822931898074,"Vernon County, Wisconsin",NA,2023,30915,160,30755,0.517548116
Boone,31011,463.32260479893466,235.78129090324796,"Boone County, Nebraska",NA,2023,5366,53,5313,0.987700335
Doniphan,20043,513.0503085202901,280.5970201915808,"Doniphan County, Kansas",NA,2023,7492,82,7410,1.094500801
Sherman,31163,447.6510812277784,246.53344142328422,"Sherman County, Nebraska",NA,2023,2974,0,2974,0
Mineral,32021,107.56024093680145,262.660987956196,"Mineral County, Nevada",NA,2023,4557,15,4542,0.329163924
Houston,47083,648.27969425167,353.5383145925699,"Houston County, Tennessee",NA,2023,8293,37,8256,0.446159412
Calhoun,48057,486.0417509420741,536.8441070115864,"Calhoun County, Texas",NA,2023,19921,1102,18819,5.531850811
Cherokee,01019,690.9540568973845,398.41799147718706,"Cherokee County, Alabama",NA,2023,25224,321,24903,1.272597526
Yellowstone,30111,301.4281458990337,129.05266355427085,"Yellowstone County, Montana",NA,2023,167340,1510,165830,0.902354488
Hall,31079,455.4473135529506,254.7213429475404,"Hall County, Nebraska",NA,2023,62431,6212,56219,9.950185004
Brown,31017,432.7312484527995,218.35821094939945,"Brown County, Nebraska",NA,2023,2739,106,2633,3.870025557
Valencia,35061,299.68922526303646,385.22314073551894,"Valencia County, New Mexico",NA,2023,77382,3414,73968,4.411878731
San Miguel,35047,336.8102984417433,370.9069638257317,"San Miguel County, New Mexico",NA,2023,27036,437,26599,1.616363367
Forsyth,37067,782.2186598983025,340.1416307007297,"Forsyth County, North Carolina",NA,2023,386740,21915,364825,5.666597714
Wayne,37191,826.4634438461508,350.4520408662306,"Wayne County, North Carolina",NA,2023,117606,5586,112020,4.749757665
Bladen,37017,819.0274307612931,368.689392969806,"Bladen County, North Carolina",NA,2023,29591,615,28976,2.078334629
Meagher,30059,266.27333659954337,106.33437279370256,"Meagher County, Montana",NA,2023,1979,22,1957,1.111672562
Rockcastle,21203,706.0958964210034,322.91135770374564,"Rockcastle County, Kentucky",NA,2023,16144,25,16119,0.154856293
Greenwood,45047,756.4048841772427,390.9020626981914,"Greenwood County, South Carolina",NA,2023,69329,1647,67682,2.375629246
Hancock,21091,661.7257977590085,316.86768069739736,"Hancock County, Kentucky",NA,2023,9032,23,9009,0.254650133
Casey,21045,695.4822972453289,325.15081202353304,"Casey County, Kentucky",NA,2023,15951,181,15770,1.134725096
Jessamine,21113,700.1182024634647,311.57467762758665,"Jessamine County, Kentucky",NA,2023,53792,1190,52602,2.212224866
Polk,37149,750.7986520654041,364.60179228923084,"Polk County, North Carolina",NA,2023,19689,364,19325,1.848748032
Mitchell,37121,749.4312707763996,348.1038873217783,"Mitchell County, North Carolina",NA,2023,14973,264,14709,1.763173713
Currituck,37053,855.6808310739107,319.6152529106582,"Currituck County, North Carolina",NA,2023,29612,307,29305,1.036741861
Montgomery,51121,776.5341195444568,316.831731161755,"Montgomery County, Virginia",NA,2023,99159,5905,93254,5.955082242
Richmond,51760,826.0689023146184,299.69595892560204,"Richmond city, Virginia",NA,2023,227595,13599,213996,5.975087326
Franklin,53021,142.02840210355131,83.60280464918378,"Franklin County, Washington",NA,2023,97676,14173,83503,14.51021745
Jefferson,40067,463.8883975961302,409.6338496635713,"Jefferson County, Oklahoma",NA,2023,5377,82,5295,1.525013948
Johnson,47091,753.1901955258413,337.550490546506,"Johnson County, Tennessee",NA,2023,18073,261,17812,1.444143197
Meigs,47121,703.7469362226302,363.0142985055055,"Meigs County, Tennessee",NA,2023,13076,59,13017,0.451208321
Brule,46015,447.61581339254525,189.4940199550126,"Brule County, South Dakota",NA,2023,5261,19,5242,0.361148071
Ellis,48139,482.752033095197,450.22690185260655,"Ellis County, Texas",NA,2023,203927,10191,193736,4.997376512
Clay,48077,456.77354461440035,417.1390893416366,"Clay County, Texas",NA,2023,10402,95,10307,0.913285907
Amherst,51009,796.4781059633791,303.55006311507606,"Amherst County, Virginia",NA,2023,31385,184,31201,0.586267325
Mineral,08079,304.230160834046,317.59890477526875,"Mineral County, Colorado",NA,2023,799,0,799,0
Emanuel,13107,757.4396654050744,426.08995357997543,"Emanuel County, Georgia",NA,2023,22961,474,22487,2.064370019
Mason,17125,602.829378565773,265.72419254378525,"Mason County, Illinois",NA,2023,12878,12,12866,0.093182171
Story,19169,540.4374305357729,228.10883034851983,"Story County, Iowa",NA,2023,98592,5216,93376,5.290490101
Plymouth,19149,494.4699833631395,212.7067979330459,"Plymouth County, Iowa",NA,2023,25699,645,25054,2.509825285
Sedgwick,20173,472.5181867932265,328.12997946019374,"Sedgwick County, Kansas",NA,2023,524810,23875,500935,4.549265448
Henry,21103,688.6850753850327,299.89285304132034,"Henry County, Kentucky",NA,2023,15774,191,15583,1.210853303
St. Charles,22089,607.9727403730695,502.07277917369316,"St. Charles Parish, Louisiana",NA,2023,51863,1071,50792,2.065056013
Colbert,01033,649.5926361622885,391.049595106693,"Colbert County, Alabama",NA,2023,57648,536,57112,0.929780738
Pima,04019,199.37113196503967,432.39719968008217,"Pima County, Arizona",NA,2023,1049947,57242,992705,5.451894238
Greenlee,04011,248.52203530398225,413.41225469127323,"Greenlee County, Arizona",NA,2023,9452,171,9281,1.809140923
Woodruff,05147,585.767958105565,383.44217462180876,"Woodruff County, Arkansas",NA,2023,6157,19,6138,0.308591847
Palm Beach,12099,813.9277480388221,553.8293405028842,"Palm Beach County, Florida",NA,2023,1507453,174620,1332833,11.5837774
Glynn,13127,776.1701496171354,454.38573089097946,"Glynn County, Georgia",NA,2023,84987,2479,82508,2.916916705
Appanoose,19007,551.3801140593198,257.36818963035836,"Appanoose County, Iowa",NA,2023,12242,95,12147,0.776016991
Dubuque,19061,582.9833868323731,216.5062493262766,"Dubuque County, Iowa",NA,2023,98948,2074,96874,2.096050451
Cumberland,21057,688.9346633872293,337.8445568497449,"Cumberland County, Kentucky",NA,2023,5948,50,5898,0.840618695
Iberia,22045,581.1788573641664,503.14630095461337,"Iberia Parish, Louisiana",NA,2023,69194,866,68328,1.251553603
Lawrence,17101,642.7879596210884,298.08192763025085,"Lawrence County, Illinois",NA,2023,15137,150,14987,0.990949329
St. Mary's,24037,837.2765396368859,278.95105856076793,"St. Mary's County, Maryland",NA,2023,114372,2076,112296,1.815129577
East Baton Rouge,22033,593.6145746632787,489.103019282208,"East Baton Rouge Parish, Louisiana",NA,2023,452821,19589,433232,4.325991948
Grant,22043,564.3264409277034,466.8976660202352,"Grant Parish, Louisiana",NA,2023,22123,686,21437,3.100845274
Oceana,26127,656.766712558943,183.8501709357082,"Oceana County, Michigan",NA,2023,26788,916,25872,3.419441541
Otoe,31131,495.7283828119733,260.291156548108,"Otoe County, Nebraska",NA,2023,16075,804,15271,5.00155521
McHenry,17111,623.6556849718985,217.1063891979479,"McHenry County, Illinois",NA,2023,311366,13127,298239,4.215938799
Smith,20183,449.90245095388883,279.47205656989627,"Smith County, Kansas",NA,2023,3579,26,3553,0.726459905
Kane,17089,624.7044099149931,225.87641750588392,"Kane County, Illinois",NA,2023,516097,44644,471453,8.65031186
Otero,35035,311.45469660774705,434.47242091840747,"Otero County, New Mexico",NA,2023,68235,4127,64108,6.048215725
Perry,18123,663.4069118151244,310.75546438037304,"Perry County, Indiana",NA,2023,19218,87,19131,0.452700593
Knox,18083,648.6637472444045,299.5110990105401,"Knox County, Indiana",NA,2023,36108,591,35517,1.636756397
Erie,42049,764.8875204366859,207.0388355064408,"Erie County, Pennsylvania",NA,2023,269544,4991,264553,1.851645742
Charleston,45019,798.8222614581198,416.456777799252,"Charleston County, South Carolina",NA,2023,414711,15211,399500,3.667855446
York,45091,769.5475578909268,369.20515033468246,"York County, South Carolina",NA,2023,288559,10569,277990,3.662682502
Jasper,45053,782.0268570484792,424.9109575725141,"Jasper County, South Carolina",NA,2023,30658,2347,28311,7.655424359
Orange,36071,861.85707609117,201.62493823132246,"Orange County, New York",NA,2023,403840,22891,380949,5.668333994
Windham,50025,878.3923527013457,159.96874224511123,"Windham County, Vermont",NA,2023,45913,438,45475,0.953978176
Hidalgo,35023,254.31022592862388,450.63089387900004,"Hidalgo County, New Mexico",NA,2023,4097,179,3918,4.369050525
Cibola,35006,277.2255534126688,377.1243573704346,"Cibola County, New Mexico",NA,2023,27059,371,26688,1.371078015
Mercer,54055,762.5713687143055,313.79045971493827,"Mercer County, West Virginia",NA,2023,59062,225,58837,0.380955606
Marshall,54051,761.6242243694574,257.5301527940294,"Marshall County, West Virginia",NA,2023,30129,46,30083,0.152676823
Montgomery,01101,684.7893751564724,443.7852279320441,"Montgomery County, Alabama",NA,2023,227197,7970,219227,3.507968855
